Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,favorites,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks
5.40874E+17,https://twitter.com/dumpmon/status/540874143248699394,http://t.co/A4cbX4QVUD Emails: 56 Keywords: 0.0 #infoleak,2014-12-05 14:23 +0000,2687,12,0.004465947,0,0,0,0,12,0,0,0
5.40874E+17,https://twitter.com/dumpmon/status/540873868215586816,http://t.co/tcKJ1JqbRd Emails: 59 Keywords: 0.0 #infoleak,2014-12-05 14:22 +0000,2552,12,0.004702194,0,0,0,0,10,0,2,0
5.40874E+17,https://twitter.com/dumpmon/status/540873615508799488,http://t.co/471G2cnAGs Hashes: 51 Keywords: 0.11 #infoleak,2014-12-05 14:21 +0000,2437,10,0.004103406,0,0,0,1,7,0,2,0
5.40873E+17,https://twitter.com/dumpmon/status/540873385799344128,http://t.co/sk2XknRGCp Emails: 38 Keywords: 0.11 #infoleak,2014-12-05 14:20 +0000,2404,20,0.008319468,0,0,0,0,16,1,3,0
5.40873E+17,https://twitter.com/dumpmon/status/540873087345229824,http://t.co/8fOb0QViGN Emails: 31 Keywords: 0.0 #infoleak,2014-12-05 14:19 +0000,2258,9,0.003985828,0,0,0,0,9,0,0,0
5.40873E+17,https://twitter.com/dumpmon/status/540872554605715456,http://t.co/DG6X5xlyM9 Emails: 36 Keywords: 0.0 #infoleak,2014-12-05 14:17 +0000,2261,8,0.003538257,0,0,0,0,8,0,0,0
5.40872E+17,https://twitter.com/dumpmon/status/540872268977811456,http://t.co/VrS61P0iv1 Emails: 27 Keywords: 0.0 #infoleak,2014-12-05 14:16 +0000,2120,8,0.003773585,0,0,0,0,8,0,0,0
5.40872E+17,https://twitter.com/dumpmon/status/540871930073845760,http://t.co/UfVNnVM0gc Emails: 108 Keywords: 0.0 #infoleak,2014-12-05 14:14 +0000,1959,11,0.00561511,0,0,0,0,11,0,0,0
5.4087E+17,https://twitter.com/dumpmon/status/540870007174221824,http://t.co/CxnEyPFWIt Emails: 1 Hashes: 34 E/H: 0.03 Keywords: 0.11 #infoleak,2014-12-05 14:07 +0000,1770,7,0.003954802,0,0,0,0,7,0,0,0
5.40868E+17,https://twitter.com/dumpmon/status/540868432179515394,http://t.co/i5UXuIMRth Emails: 2411 Hashes: 4 E/H: 602.75 Keywords: 0.44 #infoleak,2014-12-05 14:00 +0000,1766,16,0.009060023,0,0,0,0,16,0,0,0
5.40857E+17,https://twitter.com/dumpmon/status/540856865417338880,http://t.co/exWvpwzv2T Hashes: 55 Keywords: 0.0 #infoleak,2014-12-05 13:15 +0000,2206,9,0.004079782,0,0,0,0,8,0,1,0
